2020-02-17T00:03:44Z,1581865424,24.6,45.08,n/a
2020-02-17T00:03:44Z,1581865424,24.6,45.08,n/a
2020-02-17T00:08:44Z,1581865724,24.64,45.12,n/a
2020-02-17T00:13:44Z,1581866024,24.69,44.74,n/a
2020-02-17T00:18:44Z,1581866324,24.68,44.21,n/a
2020-02-17T00:23:44Z,1581866624,24.65,44.32,n/a
2020-02-17T00:28:44Z,1581866924,24.62,44.06,n/a
2020-02-17T00:33:44Z,1581867224,24.58,43.46,n/a
2020-02-17T00:38:44Z,1581867524,24.59,45.74,n/a
2020-02-17T00:43:44Z,1581867824,24.62,45.32,n/a
2020-02-17T00:48:44Z,1581868124,24.68,45.73,n/a
2020-02-17T00:53:44Z,1581868424,24.7,44.7,n/a
2020-02-17T00:58:44Z,1581868724,24.66,44.35,n/a
2020-02-17T01:03:44Z,1581869024,24.62,43.86,n/a
2020-02-17T01:08:44Z,1581869324,24.59,43.63,n/a
2020-02-17T01:13:44Z,1581869624,24.58,45.38,n/a
2020-02-17T01:18:44Z,1581869924,24.61,45.08,n/a
2020-02-17T01:23:44Z,1581870224,24.65,45.19,n/a
2020-02-17T01:28:44Z,1581870524,24.68,45.19,n/a
2020-02-17T01:33:44Z,1581870824,24.66,43.91,n/a
2020-02-17T01:38:44Z,1581871124,24.62,43.86,n/a
2020-02-17T01:43:44Z,1581871424,24.59,44.42,n/a
2020-02-17T01:48:44Z,1581871724,24.58,44.62,n/a
2020-02-17T01:53:44Z,1581872024,24.59,44.95,n/a
2020-02-17T01:58:44Z,1581872324,24.63,45.28,n/a
2020-02-17T02:03:44Z,1581872624,24.66,45.88,n/a
2020-02-17T02:08:44Z,1581872924,24.66,44.74,n/a
2020-02-17T02:13:44Z,1581873224,24.62,43.43,n/a
2020-02-17T02:18:44Z,1581873524,24.58,43.43,n/a
2020-02-17T02:23:44Z,1581873824,24.56,45.45,n/a
2020-02-17T02:28:44Z,1581874124,24.58,45.05,n/a
2020-02-17T02:33:44Z,1581874424,24.61,45.38,n/a
2020-02-17T02:38:44Z,1581874724,24.65,45.15,n/a
2020-02-17T02:43:44Z,1581875024,24.68,44.45,n/a
2020-02-17T02:48:44Z,1581875324,24.66,44.18,n/a
2020-02-17T02:53:44Z,1581875624,24.62,44.06,n/a
2020-02-17T02:58:44Z,1581875924,24.58,44.25,n/a
2020-02-17T03:03:44Z,1581876224,24.56,45.02,n/a
2020-02-17T03:08:44Z,1581876524,24.59,44.95,n/a
2020-02-17T03:13:44Z,1581876824,24.65,46.08,n/a
2020-02-17T03:18:44Z,1581877124,24.69,46.23,n/a
2020-02-17T03:23:44Z,1581877424,24.69,44.67,n/a
2020-02-17T03:28:44Z,1581877724,24.65,43.33,n/a
2020-02-17T03:33:44Z,1581878024,24.62,44.62,n/a
2020-02-17T03:38:44Z,1581878324,24.59,43.76,n/a
2020-02-17T03:43:44Z,1581878624,24.6,44.78,n/a
2020-02-17T03:48:44Z,1581878924,24.63,45.74,n/a
2020-02-17T03:53:44Z,1581879224,24.68,46.6,n/a
2020-02-17T03:58:44Z,1581879524,24.72,45.67,n/a
2020-02-17T04:03:44Z,1581879824,24.71,44.48,n/a
2020-02-17T04:08:44Z,1581880124,24.68,45.07,n/a
2020-02-17T04:13:44Z,1581880424,24.64,43.43,n/a
2020-02-17T04:18:44Z,1581880724,24.61,44.72,n/a
2020-02-17T04:23:44Z,1581881024,24.64,45.02,n/a
2020-02-17T04:28:44Z,1581881324,24.69,46.1,n/a
2020-02-17T04:33:44Z,1581881624,24.75,46.63,n/a
2020-02-17T04:38:44Z,1581881924,24.75,43.64,n/a
2020-02-17T04:43:44Z,1581882224,24.71,44.18,n/a
2020-02-17T04:48:44Z,1581882524,24.66,43.42,n/a
2020-02-17T04:53:44Z,1581882824,24.65,44.29,n/a
2020-02-17T04:58:44Z,1581883124,24.69,46.2,n/a
2020-02-17T05:03:44Z,1581883424,24.72,46.63,n/a
2020-02-17T05:08:44Z,1581883724,24.76,45.31,n/a
2020-02-17T05:13:44Z,1581884024,24.76,44.84,n/a
2020-02-17T05:18:44Z,1581884324,24.71,43.25,n/a
2020-02-17T05:23:44Z,1581884624,24.68,43.96,n/a
2020-02-17T05:28:44Z,1581884924,24.68,45.04,n/a
2020-02-17T05:33:44Z,1581885224,24.71,46.5,n/a
2020-02-17T05:38:44Z,1581885524,24.75,46.93,n/a
2020-02-17T05:43:44Z,1581885824,24.77,44.67,n/a
2020-02-17T05:48:44Z,1581886124,24.77,45.04,n/a
2020-02-17T05:53:44Z,1581886424,24.73,43.25,n/a
2020-02-17T05:58:44Z,1581886724,24.69,44.21,n/a
